experiment,algo,pattern,bp_ready,bp_hotspot,fifo,cycles,avg_lat,min_lat,max_lat,timestamp
Exp10,XY,NEIGHBOR_BURST,70,10,2,2042,11,4,33,18:49:28
Exp10,XY,NEIGHBOR_BURST,70,10,4,1855,18,4,45,18:49:51
Exp10,XY,NEIGHBOR_BURST,70,10,8,1808,32,4,78,18:50:13
Exp10,XY,NEIGHBOR_BURST,70,10,16,1640,58,4,123,18:50:36
Exp10,XY,NEIGHBOR_BURST,70,10,32,1705,108,4,202,18:50:58
Exp10,XY,NEIGHBOR_BURST,70,10,64,1613,182,4,377,18:51:20
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,1,4437,14,4,43,18:51:45
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,2,2858,15,4,38,18:52:08
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,4,2662,23,5,53,18:52:32
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,8,2475,39,5,75,18:52:55
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,16,2332,68,5,117,18:53:18
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,32,2313,123,5,221,18:53:40
Exp10,Odd-Even,UNIFORM_RANDOM,70,10,64,2309,226,5,402,18:54:04
Exp10,Odd-Even,HOTSPOT,70,10,1,6199,15,4,74,18:54:29
Exp10,Odd-Even,HOTSPOT,70,10,2,4329,19,4,79,18:54:52
Exp10,Odd-Even,HOTSPOT,70,10,4,4155,30,5,100,18:55:15
Exp10,Odd-Even,HOTSPOT,70,10,8,4013,54,5,176,18:55:38
Exp10,Odd-Even,HOTSPOT,70,10,16,3960,100,5,260,18:56:02
Exp10,Odd-Even,HOTSPOT,70,10,32,4077,189,5,489,18:56:25
Exp10,Odd-Even,HOTSPOT,70,10,64,4032,332,5,903,18:56:48
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,1,8020,24,6,62,18:57:14
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,2,4097,21,6,52,18:57:38
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,4,4086,35,6,82,18:58:02
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,8,4094,62,6,139,18:58:26
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,16,4082,113,6,261,18:58:49
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,32,4078,209,6,502,18:59:13
Exp10,Odd-Even,BIT_COMPLEMENT,70,10,64,4089,391,6,981,18:59:37
Exp10,Odd-Even,TORNADO,70,10,1,4031,11,6,22,19:00:01
Exp10,Odd-Even,TORNADO,70,10,2,2163,10,6,21,19:00:24
Exp10,Odd-Even,TORNADO,70,10,4,2176,19,6,33,19:00:47
Exp10,Odd-Even,TORNADO,70,10,8,2148,35,6,58,19:01:10
Exp10,Odd-Even,TORNADO,70,10,16,2153,67,6,98,19:01:34
Exp10,Odd-Even,TORNADO,70,10,32,2169,127,6,186,19:01:56
Exp10,Odd-Even,TORNADO,70,10,64,2143,228,6,360,19:02:19
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,1,8677,20,4,79,19:02:45
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,2,5131,20,4,94,19:03:09
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,4,5088,35,4,159,19:03:32
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,8,5145,66,4,279,19:03:56
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,16,5102,125,4,515,19:04:20
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,32,5095,237,4,1001,19:04:44
Exp10,Odd-Even,MATRIX_TRANSPOSE,70,10,64,4994,433,4,1867,19:05:08
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,1,2770,8,4,31,19:05:32
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,2,2080,11,4,38,19:05:55
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,4,1905,18,4,47,19:06:18
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,8,1766,30,4,85,19:06:41
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,16,1732,58,4,128,19:07:03
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,32,1641,105,4,199,19:07:26
Exp10,Odd-Even,NEIGHBOR_BURST,70,10,64,1608,175,4,367,19:07:48
